sense	number	antisense	bp	
Adenovirus:Type_37_Strain_GW_[76-19026]:421:+	422	Adenovirus:Type_37_Strain_GW_[76-19026]:1116:-	21150	
Adenovirus:Type_37_Strain_GW_[76-19026]:422:+	423	Adenovirus:Type_37_Strain_GW_[76-19026]:1117:-	21200	
Adenovirus:Type_37_Strain_GW_[76-19026]:423:+	424	Adenovirus:Type_37_Strain_GW_[76-19026]:1118:-	21250	
Adenovirus:Type_37_Strain_GW_[76-19026]:424:+	425	Adenovirus:Type_37_Strain_GW_[76-19026]:1119:-	21300	
Adenovirus:Type_37_Strain_GW_[76-19026]:425:+	426	Adenovirus:Type_37_Strain_GW_[76-19026]:1120:-	21350	
Adenovirus:Type_37_Strain_GW_[76-19026]:426:+	427	Adenovirus:Type_37_Strain_GW_[76-19026]:1121:-	21400	
Adenovirus:Type_37_Strain_GW_[76-19026]:427:+	428	Adenovirus:Type_37_Strain_GW_[76-19026]:1122:-	21450	
Adenovirus:Type_37_Strain_GW_[76-19026]:428:+	429	Adenovirus:Type_37_Strain_GW_[76-19026]:1123:-	21500	
Adenovirus:Type_37_Strain_GW_[76-19026]:429:+	430	Adenovirus:Type_37_Strain_GW_[76-19026]:1124:-	21550	
Adenovirus:Type_37_Strain_GW_[76-19026]:430:+	431	Adenovirus:Type_37_Strain_GW_[76-19026]:1125:-	21600	
Adenovirus:Type_37_Strain_GW_[76-19026]:431:+	432	Adenovirus:Type_37_Strain_GW_[76-19026]:1126:-	21650	
Adenovirus:Type_37_Strain_GW_[76-19026]:432:+	433	Adenovirus:Type_37_Strain_GW_[76-19026]:1127:-	21700	
Adenovirus:Type_37_Strain_GW_[76-19026]:433:+	434	Adenovirus:Type_37_Strain_GW_[76-19026]:1128:-	21750	
Adenovirus:Type_37_Strain_GW_[76-19026]:434:+	435	Adenovirus:Type_37_Strain_GW_[76-19026]:1129:-	21800	
Adenovirus:Type_37_Strain_GW_[76-19026]:435:+	436	Adenovirus:Type_37_Strain_GW_[76-19026]:1130:-	21850	
Adenovirus:Type_37_Strain_GW_[76-19026]:436:+	437	Adenovirus:Type_37_Strain_GW_[76-19026]:1131:-	21900	
Adenovirus:Type_37_Strain_GW_[76-19026]:437:+	438	Adenovirus:Type_37_Strain_GW_[76-19026]:1132:-	21950	
Adenovirus:Type_37_Strain_GW_[76-19026]:438:+	439	Adenovirus:Type_37_Strain_GW_[76-19026]:1133:-	22000	
Adenovirus:Type_37_Strain_GW_[76-19026]:439:+	440	Adenovirus:Type_37_Strain_GW_[76-19026]:1134:-	22050	
Adenovirus:Type_37_Strain_GW_[76-19026]:440:+	441	Adenovirus:Type_37_Strain_GW_[76-19026]:1135:-	22100	
Adenovirus:Type_37_Strain_GW_[76-19026]:441:+	442	Adenovirus:Type_37_Strain_GW_[76-19026]:1136:-	22150	
Adenovirus:Type_37_Strain_GW_[76-19026]:442:+	443	Adenovirus:Type_37_Strain_GW_[76-19026]:1137:-	22200	
Adenovirus:Type_37_Strain_GW_[76-19026]:443:+	444	Adenovirus:Type_37_Strain_GW_[76-19026]:1138:-	22250	
Adenovirus:Type_37_Strain_GW_[76-19026]:444:+	445	Adenovirus:Type_37_Strain_GW_[76-19026]:1139:-	22300	
Adenovirus:Type_37_Strain_GW_[76-19026]:445:+	446	Adenovirus:Type_37_Strain_GW_[76-19026]:1140:-	22350	
Adenovirus:Type_37_Strain_GW_[76-19026]:446:+	447	Adenovirus:Type_37_Strain_GW_[76-19026]:1141:-	22400	
Adenovirus:Type_37_Strain_GW_[76-19026]:447:+	448	Adenovirus:Type_37_Strain_GW_[76-19026]:1142:-	22450	
Adenovirus:Type_37_Strain_GW_[76-19026]:448:+	449	Adenovirus:Type_37_Strain_GW_[76-19026]:1143:-	22500	
Adenovirus:Type_37_Strain_GW_[76-19026]:449:+	450	Adenovirus:Type_37_Strain_GW_[76-19026]:1144:-	22550	
Adenovirus:Type_37_Strain_GW_[76-19026]:450:+	451	Adenovirus:Type_37_Strain_GW_[76-19026]:1145:-	22600	
Adenovirus:Type_37_Strain_GW_[76-19026]:451:+	452	Adenovirus:Type_37_Strain_GW_[76-19026]:1146:-	22650	
Adenovirus:Type_37_Strain_GW_[76-19026]:452:+	453	Adenovirus:Type_37_Strain_GW_[76-19026]:1147:-	22700	
Adenovirus:Type_37_Strain_GW_[76-19026]:453:+	454	Adenovirus:Type_37_Strain_GW_[76-19026]:1148:-	22750	
Adenovirus:Type_37_Strain_GW_[76-19026]:454:+	455	Adenovirus:Type_37_Strain_GW_[76-19026]:1149:-	22800	
Adenovirus:Type_37_Strain_GW_[76-19026]:455:+	456	Adenovirus:Type_37_Strain_GW_[76-19026]:1150:-	22850	
Adenovirus:Type_37_Strain_GW_[76-19026]:456:+	457	Adenovirus:Type_37_Strain_GW_[76-19026]:1151:-	22900	
Adenovirus:Type_37_Strain_GW_[76-19026]:457:+	458	Adenovirus:Type_37_Strain_GW_[76-19026]:1152:-	22950	
Adenovirus:Type_37_Strain_GW_[76-19026]:458:+	459	Adenovirus:Type_37_Strain_GW_[76-19026]:1153:-	23000	
Adenovirus:Type_37_Strain_GW_[76-19026]:459:+	460	Adenovirus:Type_37_Strain_GW_[76-19026]:1154:-	23050	
Adenovirus:Type_37_Strain_GW_[76-19026]:460:+	461	Adenovirus:Type_37_Strain_GW_[76-19026]:1155:-	23100	
Adenovirus:Type_37_Strain_GW_[76-19026]:461:+	462	Adenovirus:Type_37_Strain_GW_[76-19026]:1156:-	23150	
Adenovirus:Type_37_Strain_GW_[76-19026]:462:+	463	Adenovirus:Type_37_Strain_GW_[76-19026]:1157:-	23200	
Adenovirus:Type_37_Strain_GW_[76-19026]:463:+	464	Adenovirus:Type_37_Strain_GW_[76-19026]:1158:-	23250	
Adenovirus:Type_37_Strain_GW_[76-19026]:464:+	465	Adenovirus:Type_37_Strain_GW_[76-19026]:1159:-	23300	
Adenovirus:Type_37_Strain_GW_[76-19026]:465:+	466	Adenovirus:Type_37_Strain_GW_[76-19026]:1160:-	23350	
Adenovirus:Type_37_Strain_GW_[76-19026]:466:+	467	Adenovirus:Type_37_Strain_GW_[76-19026]:1161:-	23400	
Adenovirus:Type_37_Strain_GW_[76-19026]:467:+	468	Adenovirus:Type_37_Strain_GW_[76-19026]:1162:-	23450	
Adenovirus:Type_37_Strain_GW_[76-19026]:468:+	469	Adenovirus:Type_37_Strain_GW_[76-19026]:1163:-	23500	
Adenovirus:Type_37_Strain_GW_[76-19026]:469:+	470	Adenovirus:Type_37_Strain_GW_[76-19026]:1164:-	23550	
Adenovirus:Type_37_Strain_GW_[76-19026]:470:+	471	Adenovirus:Type_37_Strain_GW_[76-19026]:1165:-	23600	
Adenovirus:Type_37_Strain_GW_[76-19026]:471:+	472	Adenovirus:Type_37_Strain_GW_[76-19026]:1166:-	23650	
Adenovirus:Type_37_Strain_GW_[76-19026]:472:+	473	Adenovirus:Type_37_Strain_GW_[76-19026]:1167:-	23700	
Adenovirus:Type_37_Strain_GW_[76-19026]:473:+	474	Adenovirus:Type_37_Strain_GW_[76-19026]:1168:-	23750	
Adenovirus:Type_37_Strain_GW_[76-19026]:474:+	475	Adenovirus:Type_37_Strain_GW_[76-19026]:1169:-	23800	
Adenovirus:Type_37_Strain_GW_[76-19026]:475:+	476	Adenovirus:Type_37_Strain_GW_[76-19026]:1170:-	23850	
Adenovirus:Type_37_Strain_GW_[76-19026]:476:+	477	Adenovirus:Type_37_Strain_GW_[76-19026]:1171:-	23900	
Adenovirus:Type_37_Strain_GW_[76-19026]:477:+	478	Adenovirus:Type_37_Strain_GW_[76-19026]:1172:-	23950	
Adenovirus:Type_37_Strain_GW_[76-19026]:478:+	479	Adenovirus:Type_37_Strain_GW_[76-19026]:1173:-	24000	
Adenovirus:Type_37_Strain_GW_[76-19026]:479:+	480	Adenovirus:Type_37_Strain_GW_[76-19026]:1174:-	24050	
Adenovirus:Type_37_Strain_GW_[76-19026]:480:+	481	Adenovirus:Type_37_Strain_GW_[76-19026]:1175:-	24100	
Adenovirus:Type_37_Strain_GW_[76-19026]:481:+	482	Adenovirus:Type_37_Strain_GW_[76-19026]:1176:-	24150	
Adenovirus:Type_37_Strain_GW_[76-19026]:482:+	483	Adenovirus:Type_37_Strain_GW_[76-19026]:1177:-	24200	
Adenovirus:Type_37_Strain_GW_[76-19026]:483:+	484	Adenovirus:Type_37_Strain_GW_[76-19026]:1178:-	24250	
Adenovirus:Type_37_Strain_GW_[76-19026]:484:+	485	Adenovirus:Type_37_Strain_GW_[76-19026]:1179:-	24300	
Adenovirus:Type_37_Strain_GW_[76-19026]:485:+	486	Adenovirus:Type_37_Strain_GW_[76-19026]:1180:-	24350	
Adenovirus:Type_37_Strain_GW_[76-19026]:486:+	487	Adenovirus:Type_37_Strain_GW_[76-19026]:1181:-	24400	
Adenovirus:Type_37_Strain_GW_[76-19026]:487:+	488	Adenovirus:Type_37_Strain_GW_[76-19026]:1182:-	24450	
Adenovirus:Type_37_Strain_GW_[76-19026]:488:+	489	Adenovirus:Type_37_Strain_GW_[76-19026]:1183:-	24500	
Adenovirus:Type_37_Strain_GW_[76-19026]:489:+	490	Adenovirus:Type_37_Strain_GW_[76-19026]:1184:-	24550	
Adenovirus:Type_37_Strain_GW_[76-19026]:490:+	491	Adenovirus:Type_37_Strain_GW_[76-19026]:1185:-	24600	
Adenovirus:Type_37_Strain_GW_[76-19026]:491:+	492	Adenovirus:Type_37_Strain_GW_[76-19026]:1186:-	24650	
Adenovirus:Type_37_Strain_GW_[76-19026]:492:+	493	Adenovirus:Type_37_Strain_GW_[76-19026]:1187:-	24700	
Adenovirus:Type_37_Strain_GW_[76-19026]:493:+	494	Adenovirus:Type_37_Strain_GW_[76-19026]:1188:-	24750	
Adenovirus:Type_37_Strain_GW_[76-19026]:494:+	495	Adenovirus:Type_37_Strain_GW_[76-19026]:1189:-	24800	
Adenovirus:Type_37_Strain_GW_[76-19026]:495:+	496	Adenovirus:Type_37_Strain_GW_[76-19026]:1190:-	24850	
Adenovirus:Type_37_Strain_GW_[76-19026]:496:+	497	Adenovirus:Type_37_Strain_GW_[76-19026]:1191:-	24900	
Adenovirus:Type_37_Strain_GW_[76-19026]:497:+	498	Adenovirus:Type_37_Strain_GW_[76-19026]:1192:-	24950	
Adenovirus:Type_37_Strain_GW_[76-19026]:498:+	499	Adenovirus:Type_37_Strain_GW_[76-19026]:1193:-	25000	
Adenovirus:Type_37_Strain_GW_[76-19026]:499:+	500	Adenovirus:Type_37_Strain_GW_[76-19026]:1194:-	25050	
Adenovirus:Type_37_Strain_GW_[76-19026]:500:+	501	Adenovirus:Type_37_Strain_GW_[76-19026]:1195:-	25100	
Adenovirus:Type_37_Strain_GW_[76-19026]:501:+	502	Adenovirus:Type_37_Strain_GW_[76-19026]:1196:-	25150	
Adenovirus:Type_37_Strain_GW_[76-19026]:502:+	503	Adenovirus:Type_37_Strain_GW_[76-19026]:1197:-	25200	
Adenovirus:Type_37_Strain_GW_[76-19026]:503:+	504	Adenovirus:Type_37_Strain_GW_[76-19026]:1198:-	25250	
Adenovirus:Type_37_Strain_GW_[76-19026]:504:+	505	Adenovirus:Type_37_Strain_GW_[76-19026]:1199:-	25300	
Adenovirus:Type_37_Strain_GW_[76-19026]:505:+	506	Adenovirus:Type_37_Strain_GW_[76-19026]:1200:-	25350	
Adenovirus:Type_37_Strain_GW_[76-19026]:506:+	507	Adenovirus:Type_37_Strain_GW_[76-19026]:1201:-	25400	
Adenovirus:Type_37_Strain_GW_[76-19026]:507:+	508	Adenovirus:Type_37_Strain_GW_[76-19026]:1202:-	25450	
Adenovirus:Type_37_Strain_GW_[76-19026]:508:+	509	Adenovirus:Type_37_Strain_GW_[76-19026]:1203:-	25500	
Adenovirus:Type_37_Strain_GW_[76-19026]:509:+	510	Adenovirus:Type_37_Strain_GW_[76-19026]:1204:-	25550	
Adenovirus:Type_37_Strain_GW_[76-19026]:510:+	511	Adenovirus:Type_37_Strain_GW_[76-19026]:1205:-	25600	
Adenovirus:Type_37_Strain_GW_[76-19026]:511:+	512	Adenovirus:Type_37_Strain_GW_[76-19026]:1206:-	25650	
Adenovirus:Type_37_Strain_GW_[76-19026]:512:+	513	Adenovirus:Type_37_Strain_GW_[76-19026]:1207:-	25700	
Adenovirus:Type_37_Strain_GW_[76-19026]:513:+	514	Adenovirus:Type_37_Strain_GW_[76-19026]:1208:-	25750	
Adenovirus:Type_37_Strain_GW_[76-19026]:514:+	515	Adenovirus:Type_37_Strain_GW_[76-19026]:1209:-	25800	
Adenovirus:Type_37_Strain_GW_[76-19026]:515:+	516	Adenovirus:Type_37_Strain_GW_[76-19026]:1210:-	25850	
Adenovirus:Type_37_Strain_GW_[76-19026]:516:+	517	Adenovirus:Type_37_Strain_GW_[76-19026]:1211:-	25900	
Adenovirus:Type_37_Strain_GW_[76-19026]:517:+	518	Adenovirus:Type_37_Strain_GW_[76-19026]:1212:-	25950	
Adenovirus:Type_37_Strain_GW_[76-19026]:518:+	519	Adenovirus:Type_37_Strain_GW_[76-19026]:1213:-	26000	
Adenovirus:Type_37_Strain_GW_[76-19026]:519:+	520	Adenovirus:Type_37_Strain_GW_[76-19026]:1214:-	26050	
Adenovirus:Type_37_Strain_GW_[76-19026]:520:+	521	Adenovirus:Type_37_Strain_GW_[76-19026]:1215:-	26100	
Adenovirus:Type_37_Strain_GW_[76-19026]:521:+	522	Adenovirus:Type_37_Strain_GW_[76-19026]:1216:-	26150	
Adenovirus:Type_37_Strain_GW_[76-19026]:522:+	523	Adenovirus:Type_37_Strain_GW_[76-19026]:1217:-	26200	
Adenovirus:Type_37_Strain_GW_[76-19026]:523:+	524	Adenovirus:Type_37_Strain_GW_[76-19026]:1218:-	26250	
Adenovirus:Type_37_Strain_GW_[76-19026]:524:+	525	Adenovirus:Type_37_Strain_GW_[76-19026]:1219:-	26300	
Adenovirus:Type_37_Strain_GW_[76-19026]:525:+	526	Adenovirus:Type_37_Strain_GW_[76-19026]:1220:-	26350	
Adenovirus:Type_37_Strain_GW_[76-19026]:526:+	527	Adenovirus:Type_37_Strain_GW_[76-19026]:1221:-	26400	
Adenovirus:Type_37_Strain_GW_[76-19026]:527:+	528	Adenovirus:Type_37_Strain_GW_[76-19026]:1222:-	26450	
Adenovirus:Type_37_Strain_GW_[76-19026]:528:+	529	Adenovirus:Type_37_Strain_GW_[76-19026]:1223:-	26500	
Adenovirus:Type_37_Strain_GW_[76-19026]:529:+	530	Adenovirus:Type_37_Strain_GW_[76-19026]:1224:-	26550	
Adenovirus:Type_37_Strain_GW_[76-19026]:530:+	531	Adenovirus:Type_37_Strain_GW_[76-19026]:1225:-	26600	
Adenovirus:Type_37_Strain_GW_[76-19026]:531:+	532	Adenovirus:Type_37_Strain_GW_[76-19026]:1226:-	26650	
Adenovirus:Type_37_Strain_GW_[76-19026]:532:+	533	Adenovirus:Type_37_Strain_GW_[76-19026]:1227:-	26700	
Adenovirus:Type_37_Strain_GW_[76-19026]:533:+	534	Adenovirus:Type_37_Strain_GW_[76-19026]:1228:-	26750	
Adenovirus:Type_37_Strain_GW_[76-19026]:534:+	535	Adenovirus:Type_37_Strain_GW_[76-19026]:1229:-	26800	
Adenovirus:Type_37_Strain_GW_[76-19026]:535:+	536	Adenovirus:Type_37_Strain_GW_[76-19026]:1230:-	26850	
Adenovirus:Type_37_Strain_GW_[76-19026]:536:+	537	Adenovirus:Type_37_Strain_GW_[76-19026]:1231:-	26900	
Adenovirus:Type_37_Strain_GW_[76-19026]:537:+	538	Adenovirus:Type_37_Strain_GW_[76-19026]:1232:-	26950	
Adenovirus:Type_37_Strain_GW_[76-19026]:538:+	539	Adenovirus:Type_37_Strain_GW_[76-19026]:1233:-	27000	
Adenovirus:Type_37_Strain_GW_[76-19026]:539:+	540	Adenovirus:Type_37_Strain_GW_[76-19026]:1234:-	27050	
Adenovirus:Type_37_Strain_GW_[76-19026]:540:+	541	Adenovirus:Type_37_Strain_GW_[76-19026]:1235:-	27100	
Adenovirus:Type_37_Strain_GW_[76-19026]:541:+	542	Adenovirus:Type_37_Strain_GW_[76-19026]:1236:-	27150	
Adenovirus:Type_37_Strain_GW_[76-19026]:542:+	543	Adenovirus:Type_37_Strain_GW_[76-19026]:1237:-	27200	
Adenovirus:Type_37_Strain_GW_[76-19026]:543:+	544	Adenovirus:Type_37_Strain_GW_[76-19026]:1238:-	27250	
Adenovirus:Type_37_Strain_GW_[76-19026]:544:+	545	Adenovirus:Type_37_Strain_GW_[76-19026]:1239:-	27300	
Adenovirus:Type_37_Strain_GW_[76-19026]:545:+	546	Adenovirus:Type_37_Strain_GW_[76-19026]:1240:-	27350	
Adenovirus:Type_37_Strain_GW_[76-19026]:546:+	547	Adenovirus:Type_37_Strain_GW_[76-19026]:1241:-	27400	
Adenovirus:Type_37_Strain_GW_[76-19026]:547:+	548	Adenovirus:Type_37_Strain_GW_[76-19026]:1242:-	27450	
Adenovirus:Type_37_Strain_GW_[76-19026]:548:+	549	Adenovirus:Type_37_Strain_GW_[76-19026]:1243:-	27500	
Adenovirus:Type_37_Strain_GW_[76-19026]:549:+	550	Adenovirus:Type_37_Strain_GW_[76-19026]:1244:-	27550	
Adenovirus:Type_37_Strain_GW_[76-19026]:550:+	551	Adenovirus:Type_37_Strain_GW_[76-19026]:1245:-	27600	
Adenovirus:Type_37_Strain_GW_[76-19026]:551:+	552	Adenovirus:Type_37_Strain_GW_[76-19026]:1246:-	27650	
Adenovirus:Type_37_Strain_GW_[76-19026]:552:+	553	Adenovirus:Type_37_Strain_GW_[76-19026]:1247:-	27700	
Adenovirus:Type_37_Strain_GW_[76-19026]:553:+	554	Adenovirus:Type_37_Strain_GW_[76-19026]:1248:-	27750	
Adenovirus:Type_37_Strain_GW_[76-19026]:554:+	555	Adenovirus:Type_37_Strain_GW_[76-19026]:1249:-	27800	
Adenovirus:Type_37_Strain_GW_[76-19026]:555:+	556	Adenovirus:Type_37_Strain_GW_[76-19026]:1250:-	27850	
Adenovirus:Type_37_Strain_GW_[76-19026]:556:+	557	Adenovirus:Type_37_Strain_GW_[76-19026]:1251:-	27900	
Adenovirus:Type_37_Strain_GW_[76-19026]:557:+	558	Adenovirus:Type_37_Strain_GW_[76-19026]:1252:-	27950	
Adenovirus:Type_37_Strain_GW_[76-19026]:558:+	559	Adenovirus:Type_37_Strain_GW_[76-19026]:1253:-	28000	
Adenovirus:Type_37_Strain_GW_[76-19026]:559:+	560	Adenovirus:Type_37_Strain_GW_[76-19026]:1254:-	28050	
Adenovirus:Type_37_Strain_GW_[76-19026]:560:+	561	Adenovirus:Type_37_Strain_GW_[76-19026]:1255:-	28100	
Adenovirus:Type_37_Strain_GW_[76-19026]:561:+	562	Adenovirus:Type_37_Strain_GW_[76-19026]:1256:-	28150	
Adenovirus:Type_37_Strain_GW_[76-19026]:562:+	563	Adenovirus:Type_37_Strain_GW_[76-19026]:1257:-	28200	
Adenovirus:Type_37_Strain_GW_[76-19026]:563:+	564	Adenovirus:Type_37_Strain_GW_[76-19026]:1258:-	28250	
Adenovirus:Type_37_Strain_GW_[76-19026]:564:+	565	Adenovirus:Type_37_Strain_GW_[76-19026]:1259:-	28300	
Adenovirus:Type_37_Strain_GW_[76-19026]:565:+	566	Adenovirus:Type_37_Strain_GW_[76-19026]:1260:-	28350	
Adenovirus:Type_37_Strain_GW_[76-19026]:566:+	567	Adenovirus:Type_37_Strain_GW_[76-19026]:1261:-	28400	
Adenovirus:Type_37_Strain_GW_[76-19026]:567:+	568	Adenovirus:Type_37_Strain_GW_[76-19026]:1262:-	28450	
Adenovirus:Type_37_Strain_GW_[76-19026]:568:+	569	Adenovirus:Type_37_Strain_GW_[76-19026]:1263:-	28500	
Adenovirus:Type_37_Strain_GW_[76-19026]:569:+	570	Adenovirus:Type_37_Strain_GW_[76-19026]:1264:-	28550	
Adenovirus:Type_37_Strain_GW_[76-19026]:570:+	571	Adenovirus:Type_37_Strain_GW_[76-19026]:1265:-	28600	
Adenovirus:Type_37_Strain_GW_[76-19026]:571:+	572	Adenovirus:Type_37_Strain_GW_[76-19026]:1266:-	28650	
Adenovirus:Type_37_Strain_GW_[76-19026]:572:+	573	Adenovirus:Type_37_Strain_GW_[76-19026]:1267:-	28700	
Adenovirus:Type_37_Strain_GW_[76-19026]:573:+	574	Adenovirus:Type_37_Strain_GW_[76-19026]:1268:-	28750	
Adenovirus:Type_37_Strain_GW_[76-19026]:574:+	575	Adenovirus:Type_37_Strain_GW_[76-19026]:1269:-	28800	
Adenovirus:Type_37_Strain_GW_[76-19026]:575:+	576	Adenovirus:Type_37_Strain_GW_[76-19026]:1270:-	28850	
Adenovirus:Type_37_Strain_GW_[76-19026]:576:+	577	Adenovirus:Type_37_Strain_GW_[76-19026]:1271:-	28900	
Adenovirus:Type_37_Strain_GW_[76-19026]:577:+	578	Adenovirus:Type_37_Strain_GW_[76-19026]:1272:-	28950	
Adenovirus:Type_37_Strain_GW_[76-19026]:578:+	579	Adenovirus:Type_37_Strain_GW_[76-19026]:1273:-	29000	
Adenovirus:Type_37_Strain_GW_[76-19026]:579:+	580	Adenovirus:Type_37_Strain_GW_[76-19026]:1274:-	29050	
Adenovirus:Type_37_Strain_GW_[76-19026]:580:+	581	Adenovirus:Type_37_Strain_GW_[76-19026]:1275:-	29100	
Adenovirus:Type_37_Strain_GW_[76-19026]:581:+	582	Adenovirus:Type_37_Strain_GW_[76-19026]:1276:-	29150	
Adenovirus:Type_37_Strain_GW_[76-19026]:582:+	583	Adenovirus:Type_37_Strain_GW_[76-19026]:1277:-	29200	
Adenovirus:Type_37_Strain_GW_[76-19026]:583:+	584	Adenovirus:Type_37_Strain_GW_[76-19026]:1278:-	29250	
Adenovirus:Type_37_Strain_GW_[76-19026]:584:+	585	Adenovirus:Type_37_Strain_GW_[76-19026]:1279:-	29300	
Adenovirus:Type_37_Strain_GW_[76-19026]:585:+	586	Adenovirus:Type_37_Strain_GW_[76-19026]:1280:-	29350	
Adenovirus:Type_37_Strain_GW_[76-19026]:586:+	587	Adenovirus:Type_37_Strain_GW_[76-19026]:1281:-	29400	
Adenovirus:Type_37_Strain_GW_[76-19026]:587:+	588	Adenovirus:Type_37_Strain_GW_[76-19026]:1282:-	29450	
Adenovirus:Type_37_Strain_GW_[76-19026]:588:+	589	Adenovirus:Type_37_Strain_GW_[76-19026]:1283:-	29500	
Adenovirus:Type_37_Strain_GW_[76-19026]:589:+	590	Adenovirus:Type_37_Strain_GW_[76-19026]:1284:-	29550	
Adenovirus:Type_37_Strain_GW_[76-19026]:590:+	591	Adenovirus:Type_37_Strain_GW_[76-19026]:1285:-	29600	
Adenovirus:Type_37_Strain_GW_[76-19026]:591:+	592	Adenovirus:Type_37_Strain_GW_[76-19026]:1286:-	29650	
Adenovirus:Type_37_Strain_GW_[76-19026]:592:+	593	Adenovirus:Type_37_Strain_GW_[76-19026]:1287:-	29700	
Adenovirus:Type_37_Strain_GW_[76-19026]:593:+	594	Adenovirus:Type_37_Strain_GW_[76-19026]:1288:-	29750	
Adenovirus:Type_37_Strain_GW_[76-19026]:594:+	595	Adenovirus:Type_37_Strain_GW_[76-19026]:1289:-	29800	
Adenovirus:Type_37_Strain_GW_[76-19026]:595:+	596	Adenovirus:Type_37_Strain_GW_[76-19026]:1290:-	29850	
Adenovirus:Type_37_Strain_GW_[76-19026]:596:+	597	Adenovirus:Type_37_Strain_GW_[76-19026]:1291:-	29900	
Adenovirus:Type_37_Strain_GW_[76-19026]:597:+	598	Adenovirus:Type_37_Strain_GW_[76-19026]:1292:-	29950	
Adenovirus:Type_37_Strain_GW_[76-19026]:598:+	599	Adenovirus:Type_37_Strain_GW_[76-19026]:1293:-	30000	
Adenovirus:Type_37_Strain_GW_[76-19026]:599:+	600	Adenovirus:Type_37_Strain_GW_[76-19026]:1294:-	30050	
Adenovirus:Type_37_Strain_GW_[76-19026]:600:+	601	Adenovirus:Type_37_Strain_GW_[76-19026]:1295:-	30100	
Adenovirus:Type_37_Strain_GW_[76-19026]:601:+	602	Adenovirus:Type_37_Strain_GW_[76-19026]:1296:-	30150	
Adenovirus:Type_37_Strain_GW_[76-19026]:602:+	603	Adenovirus:Type_37_Strain_GW_[76-19026]:1297:-	30200	
Adenovirus:Type_37_Strain_GW_[76-19026]:603:+	604	Adenovirus:Type_37_Strain_GW_[76-19026]:1298:-	30250	
Adenovirus:Type_37_Strain_GW_[76-19026]:604:+	605	Adenovirus:Type_37_Strain_GW_[76-19026]:1299:-	30300	
Adenovirus:Type_37_Strain_GW_[76-19026]:605:+	606	Adenovirus:Type_37_Strain_GW_[76-19026]:1300:-	30350	
Adenovirus:Type_37_Strain_GW_[76-19026]:606:+	607	Adenovirus:Type_37_Strain_GW_[76-19026]:1301:-	30400	
Adenovirus:Type_37_Strain_GW_[76-19026]:607:+	608	Adenovirus:Type_37_Strain_GW_[76-19026]:1302:-	30450	
Adenovirus:Type_37_Strain_GW_[76-19026]:608:+	609	Adenovirus:Type_37_Strain_GW_[76-19026]:1303:-	30500	
Adenovirus:Type_37_Strain_GW_[76-19026]:609:+	610	Adenovirus:Type_37_Strain_GW_[76-19026]:1304:-	30550	
Adenovirus:Type_37_Strain_GW_[76-19026]:610:+	611	Adenovirus:Type_37_Strain_GW_[76-19026]:1305:-	30600	
Adenovirus:Type_37_Strain_GW_[76-19026]:611:+	612	Adenovirus:Type_37_Strain_GW_[76-19026]:1306:-	30650	
Adenovirus:Type_37_Strain_GW_[76-19026]:612:+	613	Adenovirus:Type_37_Strain_GW_[76-19026]:1307:-	30700	
Adenovirus:Type_37_Strain_GW_[76-19026]:613:+	614	Adenovirus:Type_37_Strain_GW_[76-19026]:1308:-	30750	
Adenovirus:Type_37_Strain_GW_[76-19026]:614:+	615	Adenovirus:Type_37_Strain_GW_[76-19026]:1309:-	30800	
Adenovirus:Type_37_Strain_GW_[76-19026]:615:+	616	Adenovirus:Type_37_Strain_GW_[76-19026]:1310:-	30850	
Adenovirus:Type_37_Strain_GW_[76-19026]:616:+	617	Adenovirus:Type_37_Strain_GW_[76-19026]:1311:-	30900	
Adenovirus:Type_37_Strain_GW_[76-19026]:617:+	618	Adenovirus:Type_37_Strain_GW_[76-19026]:1312:-	30950	
Adenovirus:Type_37_Strain_GW_[76-19026]:618:+	619	Adenovirus:Type_37_Strain_GW_[76-19026]:1313:-	31000	
Adenovirus:Type_37_Strain_GW_[76-19026]:619:+	620	Adenovirus:Type_37_Strain_GW_[76-19026]:1314:-	31050	
Adenovirus:Type_37_Strain_GW_[76-19026]:620:+	621	Adenovirus:Type_37_Strain_GW_[76-19026]:1315:-	31100	
Adenovirus:Type_37_Strain_GW_[76-19026]:621:+	622	Adenovirus:Type_37_Strain_GW_[76-19026]:1316:-	31150	
Adenovirus:Type_37_Strain_GW_[76-19026]:622:+	623	Adenovirus:Type_37_Strain_GW_[76-19026]:1317:-	31200	
Adenovirus:Type_37_Strain_GW_[76-19026]:623:+	624	Adenovirus:Type_37_Strain_GW_[76-19026]:1318:-	31250	
Adenovirus:Type_37_Strain_GW_[76-19026]:624:+	625	Adenovirus:Type_37_Strain_GW_[76-19026]:1319:-	31300	
Adenovirus:Type_37_Strain_GW_[76-19026]:625:+	626	Adenovirus:Type_37_Strain_GW_[76-19026]:1320:-	31350	
Adenovirus:Type_37_Strain_GW_[76-19026]:626:+	627	Adenovirus:Type_37_Strain_GW_[76-19026]:1321:-	31400	
Adenovirus:Type_37_Strain_GW_[76-19026]:627:+	628	Adenovirus:Type_37_Strain_GW_[76-19026]:1322:-	31450	
Adenovirus:Type_37_Strain_GW_[76-19026]:628:+	629	Adenovirus:Type_37_Strain_GW_[76-19026]:1323:-	31500	
