sense	number	antisense	bp	
Adenovirus:Type_1_Strain_Adenoid_71:447:+	448	Adenovirus:Type_1_Strain_Adenoid_71:1162:-	22450	
Adenovirus:Type_1_Strain_Adenoid_71:448:+	449	Adenovirus:Type_1_Strain_Adenoid_71:1163:-	22500	
Adenovirus:Type_1_Strain_Adenoid_71:449:+	450	Adenovirus:Type_1_Strain_Adenoid_71:1164:-	22550	
Adenovirus:Type_1_Strain_Adenoid_71:450:+	451	Adenovirus:Type_1_Strain_Adenoid_71:1165:-	22600	
Adenovirus:Type_1_Strain_Adenoid_71:451:+	452	Adenovirus:Type_1_Strain_Adenoid_71:1166:-	22650	
Adenovirus:Type_1_Strain_Adenoid_71:452:+	453	Adenovirus:Type_1_Strain_Adenoid_71:1167:-	22700	
Adenovirus:Type_1_Strain_Adenoid_71:453:+	454	Adenovirus:Type_1_Strain_Adenoid_71:1168:-	22750	
Adenovirus:Type_1_Strain_Adenoid_71:454:+	455	Adenovirus:Type_1_Strain_Adenoid_71:1169:-	22800	
Adenovirus:Type_1_Strain_Adenoid_71:455:+	456	Adenovirus:Type_1_Strain_Adenoid_71:1170:-	22850	
Adenovirus:Type_1_Strain_Adenoid_71:456:+	457	Adenovirus:Type_1_Strain_Adenoid_71:1171:-	22900	
Adenovirus:Type_1_Strain_Adenoid_71:457:+	458	Adenovirus:Type_1_Strain_Adenoid_71:1172:-	22950	
Adenovirus:Type_1_Strain_Adenoid_71:458:+	459	Adenovirus:Type_1_Strain_Adenoid_71:1173:-	23000	
Adenovirus:Type_1_Strain_Adenoid_71:459:+	460	Adenovirus:Type_1_Strain_Adenoid_71:1174:-	23050	
Adenovirus:Type_1_Strain_Adenoid_71:460:+	461	Adenovirus:Type_1_Strain_Adenoid_71:1175:-	23100	
Adenovirus:Type_1_Strain_Adenoid_71:461:+	462	Adenovirus:Type_1_Strain_Adenoid_71:1176:-	23150	
Adenovirus:Type_1_Strain_Adenoid_71:462:+	463	Adenovirus:Type_1_Strain_Adenoid_71:1177:-	23200	
Adenovirus:Type_1_Strain_Adenoid_71:463:+	464	Adenovirus:Type_1_Strain_Adenoid_71:1178:-	23250	
Adenovirus:Type_1_Strain_Adenoid_71:464:+	465	Adenovirus:Type_1_Strain_Adenoid_71:1179:-	23300	
Adenovirus:Type_1_Strain_Adenoid_71:465:+	466	Adenovirus:Type_1_Strain_Adenoid_71:1180:-	23350	
Adenovirus:Type_1_Strain_Adenoid_71:466:+	467	Adenovirus:Type_1_Strain_Adenoid_71:1181:-	23400	
Adenovirus:Type_1_Strain_Adenoid_71:467:+	468	Adenovirus:Type_1_Strain_Adenoid_71:1182:-	23450	
Adenovirus:Type_1_Strain_Adenoid_71:468:+	469	Adenovirus:Type_1_Strain_Adenoid_71:1183:-	23500	
Adenovirus:Type_1_Strain_Adenoid_71:469:+	470	Adenovirus:Type_1_Strain_Adenoid_71:1184:-	23550	
Adenovirus:Type_1_Strain_Adenoid_71:470:+	471	Adenovirus:Type_1_Strain_Adenoid_71:1185:-	23600	
Adenovirus:Type_1_Strain_Adenoid_71:471:+	472	Adenovirus:Type_1_Strain_Adenoid_71:1186:-	23650	
Adenovirus:Type_1_Strain_Adenoid_71:472:+	473	Adenovirus:Type_1_Strain_Adenoid_71:1187:-	23700	
Adenovirus:Type_1_Strain_Adenoid_71:473:+	474	Adenovirus:Type_1_Strain_Adenoid_71:1188:-	23750	
Adenovirus:Type_1_Strain_Adenoid_71:474:+	475	Adenovirus:Type_1_Strain_Adenoid_71:1189:-	23800	
Adenovirus:Type_1_Strain_Adenoid_71:475:+	476	Adenovirus:Type_1_Strain_Adenoid_71:1190:-	23850	
Adenovirus:Type_1_Strain_Adenoid_71:476:+	477	Adenovirus:Type_1_Strain_Adenoid_71:1191:-	23900	
Adenovirus:Type_1_Strain_Adenoid_71:477:+	478	Adenovirus:Type_1_Strain_Adenoid_71:1192:-	23950	
Adenovirus:Type_1_Strain_Adenoid_71:478:+	479	Adenovirus:Type_1_Strain_Adenoid_71:1193:-	24000	
Adenovirus:Type_1_Strain_Adenoid_71:479:+	480	Adenovirus:Type_1_Strain_Adenoid_71:1194:-	24050	
Adenovirus:Type_1_Strain_Adenoid_71:480:+	481	Adenovirus:Type_1_Strain_Adenoid_71:1195:-	24100	
Adenovirus:Type_1_Strain_Adenoid_71:481:+	482	Adenovirus:Type_1_Strain_Adenoid_71:1196:-	24150	
Adenovirus:Type_1_Strain_Adenoid_71:482:+	483	Adenovirus:Type_1_Strain_Adenoid_71:1197:-	24200	
Adenovirus:Type_1_Strain_Adenoid_71:483:+	484	Adenovirus:Type_1_Strain_Adenoid_71:1198:-	24250	
Adenovirus:Type_1_Strain_Adenoid_71:484:+	485	Adenovirus:Type_1_Strain_Adenoid_71:1199:-	24300	
Adenovirus:Type_1_Strain_Adenoid_71:485:+	486	Adenovirus:Type_1_Strain_Adenoid_71:1200:-	24350	
Adenovirus:Type_1_Strain_Adenoid_71:486:+	487	Adenovirus:Type_1_Strain_Adenoid_71:1201:-	24400	
Adenovirus:Type_1_Strain_Adenoid_71:487:+	488	Adenovirus:Type_1_Strain_Adenoid_71:1202:-	24450	
Adenovirus:Type_1_Strain_Adenoid_71:488:+	489	Adenovirus:Type_1_Strain_Adenoid_71:1203:-	24500	
Adenovirus:Type_1_Strain_Adenoid_71:489:+	490	Adenovirus:Type_1_Strain_Adenoid_71:1204:-	24550	
Adenovirus:Type_1_Strain_Adenoid_71:490:+	491	Adenovirus:Type_1_Strain_Adenoid_71:1205:-	24600	
Adenovirus:Type_1_Strain_Adenoid_71:491:+	492	Adenovirus:Type_1_Strain_Adenoid_71:1206:-	24650	
Adenovirus:Type_1_Strain_Adenoid_71:492:+	493	Adenovirus:Type_1_Strain_Adenoid_71:1207:-	24700	
Adenovirus:Type_1_Strain_Adenoid_71:493:+	494	Adenovirus:Type_1_Strain_Adenoid_71:1208:-	24750	
Adenovirus:Type_1_Strain_Adenoid_71:494:+	495	Adenovirus:Type_1_Strain_Adenoid_71:1209:-	24800	
Adenovirus:Type_1_Strain_Adenoid_71:495:+	496	Adenovirus:Type_1_Strain_Adenoid_71:1210:-	24850	
Adenovirus:Type_1_Strain_Adenoid_71:496:+	497	Adenovirus:Type_1_Strain_Adenoid_71:1211:-	24900	
Adenovirus:Type_1_Strain_Adenoid_71:497:+	498	Adenovirus:Type_1_Strain_Adenoid_71:1212:-	24950	
Adenovirus:Type_1_Strain_Adenoid_71:498:+	499	Adenovirus:Type_1_Strain_Adenoid_71:1213:-	25000	
Adenovirus:Type_1_Strain_Adenoid_71:499:+	500	Adenovirus:Type_1_Strain_Adenoid_71:1214:-	25050	
Adenovirus:Type_1_Strain_Adenoid_71:500:+	501	Adenovirus:Type_1_Strain_Adenoid_71:1215:-	25100	
Adenovirus:Type_1_Strain_Adenoid_71:501:+	502	Adenovirus:Type_1_Strain_Adenoid_71:1216:-	25150	
Adenovirus:Type_1_Strain_Adenoid_71:502:+	503	Adenovirus:Type_1_Strain_Adenoid_71:1217:-	25200	
Adenovirus:Type_1_Strain_Adenoid_71:503:+	504	Adenovirus:Type_1_Strain_Adenoid_71:1218:-	25250	
Adenovirus:Type_1_Strain_Adenoid_71:504:+	505	Adenovirus:Type_1_Strain_Adenoid_71:1219:-	25300	
Adenovirus:Type_1_Strain_Adenoid_71:505:+	506	Adenovirus:Type_1_Strain_Adenoid_71:1220:-	25350	
Adenovirus:Type_1_Strain_Adenoid_71:506:+	507	Adenovirus:Type_1_Strain_Adenoid_71:1221:-	25400	
Adenovirus:Type_1_Strain_Adenoid_71:507:+	508	Adenovirus:Type_1_Strain_Adenoid_71:1222:-	25450	
Adenovirus:Type_1_Strain_Adenoid_71:508:+	509	Adenovirus:Type_1_Strain_Adenoid_71:1223:-	25500	
Adenovirus:Type_1_Strain_Adenoid_71:509:+	510	Adenovirus:Type_1_Strain_Adenoid_71:1224:-	25550	
Adenovirus:Type_1_Strain_Adenoid_71:510:+	511	Adenovirus:Type_1_Strain_Adenoid_71:1225:-	25600	
Adenovirus:Type_1_Strain_Adenoid_71:511:+	512	Adenovirus:Type_1_Strain_Adenoid_71:1226:-	25650	
Adenovirus:Type_1_Strain_Adenoid_71:512:+	513	Adenovirus:Type_1_Strain_Adenoid_71:1227:-	25700	
Adenovirus:Type_1_Strain_Adenoid_71:513:+	514	Adenovirus:Type_1_Strain_Adenoid_71:1228:-	25750	
Adenovirus:Type_1_Strain_Adenoid_71:514:+	515	Adenovirus:Type_1_Strain_Adenoid_71:1229:-	25800	
Adenovirus:Type_1_Strain_Adenoid_71:515:+	516	Adenovirus:Type_1_Strain_Adenoid_71:1230:-	25850	
Adenovirus:Type_1_Strain_Adenoid_71:516:+	517	Adenovirus:Type_1_Strain_Adenoid_71:1231:-	25900	
Adenovirus:Type_1_Strain_Adenoid_71:517:+	518	Adenovirus:Type_1_Strain_Adenoid_71:1232:-	25950	
Adenovirus:Type_1_Strain_Adenoid_71:518:+	519	Adenovirus:Type_1_Strain_Adenoid_71:1233:-	26000	
Adenovirus:Type_1_Strain_Adenoid_71:519:+	520	Adenovirus:Type_1_Strain_Adenoid_71:1234:-	26050	
Adenovirus:Type_1_Strain_Adenoid_71:520:+	521	Adenovirus:Type_1_Strain_Adenoid_71:1235:-	26100	
Adenovirus:Type_1_Strain_Adenoid_71:521:+	522	Adenovirus:Type_1_Strain_Adenoid_71:1236:-	26150	
Adenovirus:Type_1_Strain_Adenoid_71:522:+	523	Adenovirus:Type_1_Strain_Adenoid_71:1237:-	26200	
Adenovirus:Type_1_Strain_Adenoid_71:523:+	524	Adenovirus:Type_1_Strain_Adenoid_71:1238:-	26250	
Adenovirus:Type_1_Strain_Adenoid_71:524:+	525	Adenovirus:Type_1_Strain_Adenoid_71:1239:-	26300	
Adenovirus:Type_1_Strain_Adenoid_71:525:+	526	Adenovirus:Type_1_Strain_Adenoid_71:1240:-	26350	
Adenovirus:Type_1_Strain_Adenoid_71:526:+	527	Adenovirus:Type_1_Strain_Adenoid_71:1241:-	26400	
Adenovirus:Type_1_Strain_Adenoid_71:527:+	528	Adenovirus:Type_1_Strain_Adenoid_71:1242:-	26450	
Adenovirus:Type_1_Strain_Adenoid_71:528:+	529	Adenovirus:Type_1_Strain_Adenoid_71:1243:-	26500	
Adenovirus:Type_1_Strain_Adenoid_71:529:+	530	Adenovirus:Type_1_Strain_Adenoid_71:1244:-	26550	
Adenovirus:Type_1_Strain_Adenoid_71:530:+	531	Adenovirus:Type_1_Strain_Adenoid_71:1245:-	26600	
Adenovirus:Type_1_Strain_Adenoid_71:531:+	532	Adenovirus:Type_1_Strain_Adenoid_71:1246:-	26650	
Adenovirus:Type_1_Strain_Adenoid_71:532:+	533	Adenovirus:Type_1_Strain_Adenoid_71:1247:-	26700	
Adenovirus:Type_1_Strain_Adenoid_71:533:+	534	Adenovirus:Type_1_Strain_Adenoid_71:1248:-	26750	
Adenovirus:Type_1_Strain_Adenoid_71:534:+	535	Adenovirus:Type_1_Strain_Adenoid_71:1249:-	26800	
Adenovirus:Type_1_Strain_Adenoid_71:535:+	536	Adenovirus:Type_1_Strain_Adenoid_71:1250:-	26850	
Adenovirus:Type_1_Strain_Adenoid_71:536:+	537	Adenovirus:Type_1_Strain_Adenoid_71:1251:-	26900	
Adenovirus:Type_1_Strain_Adenoid_71:537:+	538	Adenovirus:Type_1_Strain_Adenoid_71:1252:-	26950	
Adenovirus:Type_1_Strain_Adenoid_71:538:+	539	Adenovirus:Type_1_Strain_Adenoid_71:1253:-	27000	
Adenovirus:Type_1_Strain_Adenoid_71:539:+	540	Adenovirus:Type_1_Strain_Adenoid_71:1254:-	27050	
Adenovirus:Type_1_Strain_Adenoid_71:540:+	541	Adenovirus:Type_1_Strain_Adenoid_71:1255:-	27100	
Adenovirus:Type_1_Strain_Adenoid_71:541:+	542	Adenovirus:Type_1_Strain_Adenoid_71:1256:-	27150	
Adenovirus:Type_1_Strain_Adenoid_71:542:+	543	Adenovirus:Type_1_Strain_Adenoid_71:1257:-	27200	
Adenovirus:Type_1_Strain_Adenoid_71:543:+	544	Adenovirus:Type_1_Strain_Adenoid_71:1258:-	27250	
Adenovirus:Type_1_Strain_Adenoid_71:544:+	545	Adenovirus:Type_1_Strain_Adenoid_71:1259:-	27300	
Adenovirus:Type_1_Strain_Adenoid_71:545:+	546	Adenovirus:Type_1_Strain_Adenoid_71:1260:-	27350	
Adenovirus:Type_1_Strain_Adenoid_71:546:+	547	Adenovirus:Type_1_Strain_Adenoid_71:1261:-	27400	
Adenovirus:Type_1_Strain_Adenoid_71:547:+	548	Adenovirus:Type_1_Strain_Adenoid_71:1262:-	27450	
Adenovirus:Type_1_Strain_Adenoid_71:548:+	549	Adenovirus:Type_1_Strain_Adenoid_71:1263:-	27500	
Adenovirus:Type_1_Strain_Adenoid_71:549:+	550	Adenovirus:Type_1_Strain_Adenoid_71:1264:-	27550	
Adenovirus:Type_1_Strain_Adenoid_71:550:+	551	Adenovirus:Type_1_Strain_Adenoid_71:1265:-	27600	
Adenovirus:Type_1_Strain_Adenoid_71:551:+	552	Adenovirus:Type_1_Strain_Adenoid_71:1266:-	27650	
Adenovirus:Type_1_Strain_Adenoid_71:552:+	553	Adenovirus:Type_1_Strain_Adenoid_71:1267:-	27700	
Adenovirus:Type_1_Strain_Adenoid_71:553:+	554	Adenovirus:Type_1_Strain_Adenoid_71:1268:-	27750	
Adenovirus:Type_1_Strain_Adenoid_71:554:+	555	Adenovirus:Type_1_Strain_Adenoid_71:1269:-	27800	
Adenovirus:Type_1_Strain_Adenoid_71:555:+	556	Adenovirus:Type_1_Strain_Adenoid_71:1270:-	27850	
Adenovirus:Type_1_Strain_Adenoid_71:556:+	557	Adenovirus:Type_1_Strain_Adenoid_71:1271:-	27900	
Adenovirus:Type_1_Strain_Adenoid_71:557:+	558	Adenovirus:Type_1_Strain_Adenoid_71:1272:-	27950	
Adenovirus:Type_1_Strain_Adenoid_71:558:+	559	Adenovirus:Type_1_Strain_Adenoid_71:1273:-	28000	
Adenovirus:Type_1_Strain_Adenoid_71:559:+	560	Adenovirus:Type_1_Strain_Adenoid_71:1274:-	28050	
Adenovirus:Type_1_Strain_Adenoid_71:560:+	561	Adenovirus:Type_1_Strain_Adenoid_71:1275:-	28100	
Adenovirus:Type_1_Strain_Adenoid_71:561:+	562	Adenovirus:Type_1_Strain_Adenoid_71:1276:-	28150	
Adenovirus:Type_1_Strain_Adenoid_71:562:+	563	Adenovirus:Type_1_Strain_Adenoid_71:1277:-	28200	
Adenovirus:Type_1_Strain_Adenoid_71:563:+	564	Adenovirus:Type_1_Strain_Adenoid_71:1278:-	28250	
Adenovirus:Type_1_Strain_Adenoid_71:564:+	565	Adenovirus:Type_1_Strain_Adenoid_71:1279:-	28300	
Adenovirus:Type_1_Strain_Adenoid_71:565:+	566	Adenovirus:Type_1_Strain_Adenoid_71:1280:-	28350	
Adenovirus:Type_1_Strain_Adenoid_71:566:+	567	Adenovirus:Type_1_Strain_Adenoid_71:1281:-	28400	
Adenovirus:Type_1_Strain_Adenoid_71:567:+	568	Adenovirus:Type_1_Strain_Adenoid_71:1282:-	28450	
Adenovirus:Type_1_Strain_Adenoid_71:568:+	569	Adenovirus:Type_1_Strain_Adenoid_71:1283:-	28500	
Adenovirus:Type_1_Strain_Adenoid_71:569:+	570	Adenovirus:Type_1_Strain_Adenoid_71:1284:-	28550	
Adenovirus:Type_1_Strain_Adenoid_71:570:+	571	Adenovirus:Type_1_Strain_Adenoid_71:1285:-	28600	
Adenovirus:Type_1_Strain_Adenoid_71:571:+	572	Adenovirus:Type_1_Strain_Adenoid_71:1286:-	28650	
Adenovirus:Type_1_Strain_Adenoid_71:572:+	573	Adenovirus:Type_1_Strain_Adenoid_71:1287:-	28700	
Adenovirus:Type_1_Strain_Adenoid_71:573:+	574	Adenovirus:Type_1_Strain_Adenoid_71:1288:-	28750	
Adenovirus:Type_1_Strain_Adenoid_71:574:+	575	Adenovirus:Type_1_Strain_Adenoid_71:1289:-	28800	
Adenovirus:Type_1_Strain_Adenoid_71:575:+	576	Adenovirus:Type_1_Strain_Adenoid_71:1290:-	28850	
Adenovirus:Type_1_Strain_Adenoid_71:576:+	577	Adenovirus:Type_1_Strain_Adenoid_71:1291:-	28900	
Adenovirus:Type_1_Strain_Adenoid_71:577:+	578	Adenovirus:Type_1_Strain_Adenoid_71:1292:-	28950	
Adenovirus:Type_1_Strain_Adenoid_71:578:+	579	Adenovirus:Type_1_Strain_Adenoid_71:1293:-	29000	
Adenovirus:Type_1_Strain_Adenoid_71:579:+	580	Adenovirus:Type_1_Strain_Adenoid_71:1294:-	29050	
Adenovirus:Type_1_Strain_Adenoid_71:580:+	581	Adenovirus:Type_1_Strain_Adenoid_71:1295:-	29100	
Adenovirus:Type_1_Strain_Adenoid_71:581:+	582	Adenovirus:Type_1_Strain_Adenoid_71:1296:-	29150	
Adenovirus:Type_1_Strain_Adenoid_71:582:+	583	Adenovirus:Type_1_Strain_Adenoid_71:1297:-	29200	
Adenovirus:Type_1_Strain_Adenoid_71:583:+	584	Adenovirus:Type_1_Strain_Adenoid_71:1298:-	29250	
Adenovirus:Type_1_Strain_Adenoid_71:584:+	585	Adenovirus:Type_1_Strain_Adenoid_71:1299:-	29300	
Adenovirus:Type_1_Strain_Adenoid_71:585:+	586	Adenovirus:Type_1_Strain_Adenoid_71:1300:-	29350	
Adenovirus:Type_1_Strain_Adenoid_71:586:+	587	Adenovirus:Type_1_Strain_Adenoid_71:1301:-	29400	
Adenovirus:Type_1_Strain_Adenoid_71:587:+	588	Adenovirus:Type_1_Strain_Adenoid_71:1302:-	29450	
Adenovirus:Type_1_Strain_Adenoid_71:588:+	589	Adenovirus:Type_1_Strain_Adenoid_71:1303:-	29500	
Adenovirus:Type_1_Strain_Adenoid_71:589:+	590	Adenovirus:Type_1_Strain_Adenoid_71:1304:-	29550	
Adenovirus:Type_1_Strain_Adenoid_71:590:+	591	Adenovirus:Type_1_Strain_Adenoid_71:1305:-	29600	
Adenovirus:Type_1_Strain_Adenoid_71:591:+	592	Adenovirus:Type_1_Strain_Adenoid_71:1306:-	29650	
Adenovirus:Type_1_Strain_Adenoid_71:592:+	593	Adenovirus:Type_1_Strain_Adenoid_71:1307:-	29700	
Adenovirus:Type_1_Strain_Adenoid_71:593:+	594	Adenovirus:Type_1_Strain_Adenoid_71:1308:-	29750	
Adenovirus:Type_1_Strain_Adenoid_71:594:+	595	Adenovirus:Type_1_Strain_Adenoid_71:1309:-	29800	
Adenovirus:Type_1_Strain_Adenoid_71:595:+	596	Adenovirus:Type_1_Strain_Adenoid_71:1310:-	29850	
Adenovirus:Type_1_Strain_Adenoid_71:596:+	597	Adenovirus:Type_1_Strain_Adenoid_71:1311:-	29900	
Adenovirus:Type_1_Strain_Adenoid_71:597:+	598	Adenovirus:Type_1_Strain_Adenoid_71:1312:-	29950	
Adenovirus:Type_1_Strain_Adenoid_71:598:+	599	Adenovirus:Type_1_Strain_Adenoid_71:1313:-	30000	
Adenovirus:Type_1_Strain_Adenoid_71:599:+	600	Adenovirus:Type_1_Strain_Adenoid_71:1314:-	30050	
Adenovirus:Type_1_Strain_Adenoid_71:600:+	601	Adenovirus:Type_1_Strain_Adenoid_71:1315:-	30100	
Adenovirus:Type_1_Strain_Adenoid_71:601:+	602	Adenovirus:Type_1_Strain_Adenoid_71:1316:-	30150	
Adenovirus:Type_1_Strain_Adenoid_71:602:+	603	Adenovirus:Type_1_Strain_Adenoid_71:1317:-	30200	
Adenovirus:Type_1_Strain_Adenoid_71:603:+	604	Adenovirus:Type_1_Strain_Adenoid_71:1318:-	30250	
Adenovirus:Type_1_Strain_Adenoid_71:604:+	605	Adenovirus:Type_1_Strain_Adenoid_71:1319:-	30300	
Adenovirus:Type_1_Strain_Adenoid_71:605:+	606	Adenovirus:Type_1_Strain_Adenoid_71:1320:-	30350	
Adenovirus:Type_1_Strain_Adenoid_71:606:+	607	Adenovirus:Type_1_Strain_Adenoid_71:1321:-	30400	
Adenovirus:Type_1_Strain_Adenoid_71:607:+	608	Adenovirus:Type_1_Strain_Adenoid_71:1322:-	30450	
Adenovirus:Type_1_Strain_Adenoid_71:608:+	609	Adenovirus:Type_1_Strain_Adenoid_71:1323:-	30500	
Adenovirus:Type_1_Strain_Adenoid_71:609:+	610	Adenovirus:Type_1_Strain_Adenoid_71:1324:-	30550	
Adenovirus:Type_1_Strain_Adenoid_71:610:+	611	Adenovirus:Type_1_Strain_Adenoid_71:1325:-	30600	
Adenovirus:Type_1_Strain_Adenoid_71:611:+	612	Adenovirus:Type_1_Strain_Adenoid_71:1326:-	30650	
Adenovirus:Type_1_Strain_Adenoid_71:612:+	613	Adenovirus:Type_1_Strain_Adenoid_71:1327:-	30700	
Adenovirus:Type_1_Strain_Adenoid_71:613:+	614	Adenovirus:Type_1_Strain_Adenoid_71:1328:-	30750	
Adenovirus:Type_1_Strain_Adenoid_71:614:+	615	Adenovirus:Type_1_Strain_Adenoid_71:1329:-	30800	
Adenovirus:Type_1_Strain_Adenoid_71:615:+	616	Adenovirus:Type_1_Strain_Adenoid_71:1330:-	30850	
Adenovirus:Type_1_Strain_Adenoid_71:616:+	617	Adenovirus:Type_1_Strain_Adenoid_71:1331:-	30900	
Adenovirus:Type_1_Strain_Adenoid_71:617:+	618	Adenovirus:Type_1_Strain_Adenoid_71:1332:-	30950	
Adenovirus:Type_1_Strain_Adenoid_71:618:+	619	Adenovirus:Type_1_Strain_Adenoid_71:1333:-	31000	
Adenovirus:Type_1_Strain_Adenoid_71:619:+	620	Adenovirus:Type_1_Strain_Adenoid_71:1334:-	31050	
Adenovirus:Type_1_Strain_Adenoid_71:620:+	621	Adenovirus:Type_1_Strain_Adenoid_71:1335:-	31100	
Adenovirus:Type_1_Strain_Adenoid_71:621:+	622	Adenovirus:Type_1_Strain_Adenoid_71:1336:-	31150	
Adenovirus:Type_1_Strain_Adenoid_71:622:+	623	Adenovirus:Type_1_Strain_Adenoid_71:1337:-	31200	
Adenovirus:Type_1_Strain_Adenoid_71:623:+	624	Adenovirus:Type_1_Strain_Adenoid_71:1338:-	31250	
Adenovirus:Type_1_Strain_Adenoid_71:624:+	625	Adenovirus:Type_1_Strain_Adenoid_71:1339:-	31300	
Adenovirus:Type_1_Strain_Adenoid_71:625:+	626	Adenovirus:Type_1_Strain_Adenoid_71:1340:-	31350	
Adenovirus:Type_1_Strain_Adenoid_71:626:+	627	Adenovirus:Type_1_Strain_Adenoid_71:1341:-	31400	
Adenovirus:Type_1_Strain_Adenoid_71:627:+	628	Adenovirus:Type_1_Strain_Adenoid_71:1342:-	31450	
Adenovirus:Type_1_Strain_Adenoid_71:628:+	629	Adenovirus:Type_1_Strain_Adenoid_71:1343:-	31500	
Adenovirus:Type_1_Strain_Adenoid_71:629:+	630	Adenovirus:Type_1_Strain_Adenoid_71:1344:-	31550	
Adenovirus:Type_1_Strain_Adenoid_71:630:+	631	Adenovirus:Type_1_Strain_Adenoid_71:1345:-	31600	
Adenovirus:Type_1_Strain_Adenoid_71:631:+	632	Adenovirus:Type_1_Strain_Adenoid_71:1346:-	31650	
Adenovirus:Type_1_Strain_Adenoid_71:632:+	633	Adenovirus:Type_1_Strain_Adenoid_71:1347:-	31700	
Adenovirus:Type_1_Strain_Adenoid_71:633:+	634	Adenovirus:Type_1_Strain_Adenoid_71:1348:-	31750	
Adenovirus:Type_1_Strain_Adenoid_71:634:+	635	Adenovirus:Type_1_Strain_Adenoid_71:1349:-	31800	
Adenovirus:Type_1_Strain_Adenoid_71:635:+	636	Adenovirus:Type_1_Strain_Adenoid_71:1350:-	31850	
Adenovirus:Type_1_Strain_Adenoid_71:636:+	637	Adenovirus:Type_1_Strain_Adenoid_71:1351:-	31900	
Adenovirus:Type_1_Strain_Adenoid_71:637:+	638	Adenovirus:Type_1_Strain_Adenoid_71:1352:-	31950	
Adenovirus:Type_1_Strain_Adenoid_71:638:+	639	Adenovirus:Type_1_Strain_Adenoid_71:1353:-	32000	
Adenovirus:Type_1_Strain_Adenoid_71:639:+	640	Adenovirus:Type_1_Strain_Adenoid_71:1354:-	32050	
Adenovirus:Type_1_Strain_Adenoid_71:640:+	641	Adenovirus:Type_1_Strain_Adenoid_71:1355:-	32100	
Adenovirus:Type_1_Strain_Adenoid_71:641:+	642	Adenovirus:Type_1_Strain_Adenoid_71:1356:-	32150	
Adenovirus:Type_1_Strain_Adenoid_71:642:+	643	Adenovirus:Type_1_Strain_Adenoid_71:1357:-	32200	
Adenovirus:Type_1_Strain_Adenoid_71:643:+	644	Adenovirus:Type_1_Strain_Adenoid_71:1358:-	32250	
Adenovirus:Type_1_Strain_Adenoid_71:644:+	645	Adenovirus:Type_1_Strain_Adenoid_71:1359:-	32300	
Adenovirus:Type_1_Strain_Adenoid_71:645:+	646	Adenovirus:Type_1_Strain_Adenoid_71:1360:-	32350	
Adenovirus:Type_1_Strain_Adenoid_71:646:+	647	Adenovirus:Type_1_Strain_Adenoid_71:1361:-	32400	
Adenovirus:Type_1_Strain_Adenoid_71:647:+	648	Adenovirus:Type_1_Strain_Adenoid_71:1362:-	32450	
Adenovirus:Type_1_Strain_Adenoid_71:648:+	649	Adenovirus:Type_1_Strain_Adenoid_71:1363:-	32500	
Adenovirus:Type_1_Strain_Adenoid_71:649:+	650	Adenovirus:Type_1_Strain_Adenoid_71:1364:-	32550	
Adenovirus:Type_1_Strain_Adenoid_71:650:+	651	Adenovirus:Type_1_Strain_Adenoid_71:1365:-	32600	
Adenovirus:Type_1_Strain_Adenoid_71:651:+	652	Adenovirus:Type_1_Strain_Adenoid_71:1366:-	32650	
Adenovirus:Type_1_Strain_Adenoid_71:652:+	653	Adenovirus:Type_1_Strain_Adenoid_71:1367:-	32700	
Adenovirus:Type_1_Strain_Adenoid_71:653:+	654	Adenovirus:Type_1_Strain_Adenoid_71:1368:-	32750	
Adenovirus:Type_1_Strain_Adenoid_71:654:+	655	Adenovirus:Type_1_Strain_Adenoid_71:1369:-	32800	
Adenovirus:Type_1_Strain_Adenoid_71:655:+	656	Adenovirus:Type_1_Strain_Adenoid_71:1370:-	32850	
Adenovirus:Type_1_Strain_Adenoid_71:656:+	657	Adenovirus:Type_1_Strain_Adenoid_71:1371:-	32900	
Adenovirus:Type_1_Strain_Adenoid_71:657:+	658	Adenovirus:Type_1_Strain_Adenoid_71:1372:-	32950	
Adenovirus:Type_1_Strain_Adenoid_71:658:+	659	Adenovirus:Type_1_Strain_Adenoid_71:1373:-	33000	
Adenovirus:Type_1_Strain_Adenoid_71:659:+	660	Adenovirus:Type_1_Strain_Adenoid_71:1374:-	33050	
Adenovirus:Type_1_Strain_Adenoid_71:660:+	661	Adenovirus:Type_1_Strain_Adenoid_71:1375:-	33100	
Adenovirus:Type_1_Strain_Adenoid_71:661:+	662	Adenovirus:Type_1_Strain_Adenoid_71:1376:-	33150	
Adenovirus:Type_1_Strain_Adenoid_71:662:+	663	Adenovirus:Type_1_Strain_Adenoid_71:1377:-	33200	
Adenovirus:Type_1_Strain_Adenoid_71:663:+	664	Adenovirus:Type_1_Strain_Adenoid_71:1378:-	33250	
Adenovirus:Type_1_Strain_Adenoid_71:664:+	665	Adenovirus:Type_1_Strain_Adenoid_71:1379:-	33300	
Adenovirus:Type_1_Strain_Adenoid_71:665:+	666	Adenovirus:Type_1_Strain_Adenoid_71:1380:-	33350	
Adenovirus:Type_1_Strain_Adenoid_71:666:+	667	Adenovirus:Type_1_Strain_Adenoid_71:1381:-	33400	
Adenovirus:Type_1_Strain_Adenoid_71:667:+	668	Adenovirus:Type_1_Strain_Adenoid_71:1382:-	33450	
Adenovirus:Type_1_Strain_Adenoid_71:668:+	669	Adenovirus:Type_1_Strain_Adenoid_71:1383:-	33500	
